image,eventLabel,date,event,participants,article_en
,,,http://www.wikidata.org/entity/Q188972,Provisional Democratic Government; Kingdom of Greece,
http://commons.wikimedia.org/wiki/Special:FilePath/Fronti%C3%A8re%20Maroc-Alg%C3%A9rie%201963.svg,Sand War,1963-10-01T00:00:00Z,http://www.wikidata.org/entity/Q1891008,Cuba; Algeria; Morocco; France; Egypt,https://en.wikipedia.org/wiki/Sand_War
http://commons.wikimedia.org/wiki/Special:FilePath/Hanseschiffe%20vor%20Kopenhagen%201428%20D%C3%A4nemark.jpg,Dano-Hanseatic War,1426-01-01T00:00:00Z,http://www.wikidata.org/entity/Q18916050,Hanseatic League; Kalmar Union,https://en.wikipedia.org/wiki/Dano-Hanseatic_War_(1426%E2%80%931435)
,,,http://www.wikidata.org/entity/Q18920712,Italy; Germany; United States of America; Romania; Czech Republic; Al-Qaeda; Georgia; Islamic State – Khorasan Province; Australia; Resolute Support Mission; Poland; Taliban; United Kingdom; Turkey,
,,,http://www.wikidata.org/entity/Q189266,Hungary; Allies of the Second World War; Yugoslav Partisans; Slovak Republic; Kingdom of Italy under Fascism; Kingdom of Romania; Finland; Soviet Union; Nazi Germany,
http://commons.wikimedia.org/wiki/Special:FilePath/Kosovo%20War%20header.jpg,Kosovo War,1998-02-01T00:00:00Z,http://www.wikidata.org/entity/Q190029,Germany; Italy; France; Luxembourg; Kosovo Liberation Army; Norway; Belgium; Denmark; United Kingdom; Netherlands; Canada; United States of America; Czech Republic; Turkey; Poland; Hungary; Spain; Albania; Federal Republic of Yugoslavia; Iceland; Portugal,https://en.wikipedia.org/wiki/Kosovo_War
http://commons.wikimedia.org/wiki/Special:FilePath/Sudanese%20Internal%20Conflict.svg,War in Darfur,2003-02-26T00:00:00Z,http://www.wikidata.org/entity/Q190758,Janjaweed; Sudan Revolutionary Front; Sudanese Awakening Revolutionary Council; African Union – United Nations Hybrid Operation in Darfur; Sudan,https://en.wikipedia.org/wiki/War_in_Darfur
http://commons.wikimedia.org/wiki/Special:FilePath/Destroying%20Chinese%20war%20junks%2C%20by%20E.%20Duncan%20%281843%29.jpg,First Opium War,2500-01-01T00:00:00Z,http://www.wikidata.org/entity/Q191282,Qing dynasty; United Kingdom of Great Britain and Ireland,https://en.wikipedia.org/wiki/First_Opium_War
http://commons.wikimedia.org/wiki/Special:FilePath/Bangladesh%201971%20Liberation.jpg,Indo-Pakistani War of 1971,1971-12-16T00:00:00Z,http://www.wikidata.org/entity/Q1922071,India; Pakistan,https://en.wikipedia.org/wiki/Indo-Pakistani_War_of_1971
,,,http://www.wikidata.org/entity/Q1925514,Ptolemaic dynasty; Antigonid dynasty; Antipatrid dynasty,
http://commons.wikimedia.org/wiki/Special:FilePath/Map%20of%20plebiscite%20area.jpg,Polish–Czechoslovak War,1919-01-30T00:00:00Z,http://www.wikidata.org/entity/Q1933729,First Czechoslovak Republic; Second Polish Republic,https://en.wikipedia.org/wiki/Polish%E2%80%93Czechoslovak_War
,,,http://www.wikidata.org/entity/Q194378,Spartacus; Oenomaus; Ganicus; Ancient Rome; Crixus,
,Russo-Kazan Wars,1439-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1949299,Grand Duchy of Moscow; Khanate of Qazan,https://en.wikipedia.org/wiki/Russo-Kazan_Wars
http://commons.wikimedia.org/wiki/Special:FilePath/Gurkha%20Commander%20Nepal%20War.jpg,Anglo-Nepalese War,1814-11-01T00:00:00Z,http://www.wikidata.org/entity/Q195378,Patiala State; Kingdom of Sikkim; Kingdom of Nepal; Garhwal Kingdom; East India Company,https://en.wikipedia.org/wiki/Anglo-Nepalese_War
http://commons.wikimedia.org/wiki/Special:FilePath/Technical%20Liberia.jpg,Second Liberian Civil War,1999-04-21T00:00:00Z,http://www.wikidata.org/entity/Q1960733,Liberian National Police; Movement for Democracy in Liberia; Liberians United for Reconciliation and Democracy; Anti-Terrorist Unit; Armed Forces of Liberia,https://en.wikipedia.org/wiki/Second_Liberian_Civil_War
http://commons.wikimedia.org/wiki/Special:FilePath/Slaget%20vid%20Novgorod%201611%20%28Johan%20Hammer%29%20-%20Nationalmuseum%20-%2035876.tif,Ingrian War,1610-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1962709,Tsardom of Russia; Swedish Empire,https://en.wikipedia.org/wiki/Ingrian_War
,,,http://www.wikidata.org/entity/Q196409,Livonian Brothers of the Sword; Denmark; Selonians; Semigallians; Livonians; Crusades; Curonians; Livonian Order; Latgalians; Estonians; Sweden,
,,,http://www.wikidata.org/entity/Q1966558,Colima; Sayula; Autlán de Navarro; Tapalpa; Zapotlán El Grande Municipality; Tarascan State,
,Second conflict in the Goryeo–Khitan War,1010-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1967193,Liao dynasty; Goryeo,https://en.wikipedia.org/wiki/Second_conflict_in_the_Goryeo%E2%80%93Khitan_War
http://commons.wikimedia.org/wiki/Special:FilePath/Yemeni%20Civil%20War.svg,Yemeni civil war,2014-09-16T00:00:00Z,http://www.wikidata.org/entity/Q19686631,Hussein Khairan; Ahmad Asiri; Mohammed Ali al-Houthi; Hamoud Saeed Al-Makhlafi; Ali Mohsen Al-Ahmar; Khaled Bahah; Q20411748; Popular Resistance Committees (Yemen); Ali Nasser Hadi; Mohammed Ali Al-Maqdashi; Ahmed Ali Salem Bahaj; Mahmoud al-Subaihi; Abdullah Yahya Al-hakim; Ali Abdullah Saleh; Abdul-Malik al-Houthi; Nayef al-Bakri; Abdrabbuh Mansour Hadi; Q20390543; Abdul-Hafez al-Saqqaf,https://en.wikipedia.org/wiki/Yemeni_civil_war_(2014%E2%80%93present)
,,,http://www.wikidata.org/entity/Q19713701,Crown of Aragon; Crown of Castile,
,,,http://www.wikidata.org/entity/Q19716429,Samnites; Roman Republic,
,,,http://www.wikidata.org/entity/Q1972316,Gran Colombia; Peru,
,,,http://www.wikidata.org/entity/Q19772481,Edigu,
,,,http://www.wikidata.org/entity/Q19917081,Ottoman Empire; Azerbaijan People's Government; Mountainous Republic of the Northern Caucasus; Ottoman Empire; Azerbaijan People's Government; Mountainous Republic of the Northern Caucasus,
,,,http://www.wikidata.org/entity/Q1997806,Stralsund; Margraviate of Brandenburg; Kingdom of Denmark; House of Mecklenburg; Teutonic Order; Wismar; Rostock; House of Griffins,
,,,http://www.wikidata.org/entity/Q199955,Duchy of Brunswick; Sweden; Spain; Bourbon Restoration in France; Duchy of Nassau; Kingdom of Prussia; Liechtenstein; United Kingdom of the Netherlands; Kingdom of Sicily; Kingdom of Naples; First French Empire; Austrian Empire; Province of Hanover; Portugal; Kingdom of Sardinia; United Kingdom of Great Britain and Ireland; Switzerland; Grand Duchy of Tuscany; Russian Empire,
,,,http://www.wikidata.org/entity/Q20007932,Yazid III; Nasr ibn Sayyar; Al-Walid II; Marwan II; Hafs ibn al-Walid ibn Yusuf al-Hadrami; Abu al-Ward; Abd Allah ibn Mu'awiya; Yazid ibn Khalid al-Qasri; Sulayman ibn Hisham; Al-Dahhak ibn Qays al-Shaybani,
http://commons.wikimedia.org/wiki/Special:FilePath/Wladiwostok%20Parade%201918.jpg,Allied intervention in the Russian Civil War,1918-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2001082,White movement; Second Polish Republic; United Kingdom of Great Britain and Ireland; Estonia; Republic of China; French Third Republic; Kingdom of Romania; Mongolian People's Party; Latvian Socialist Soviet Republic; Kingdom of Greece; Kingdom of Serbia; Kingdom of Italy; United States of America; Russian Soviet Federative Socialist Republic; Czechoslovakia; Empire of Japan; Far Eastern Republic; Commune of the Working People of Estonia; Ukrainian Soviet Socialist Republic,https://en.wikipedia.org/wiki/Allied_intervention_in_the_Russian_Civil_War
,,,http://www.wikidata.org/entity/Q2013633,Archbishopric of Salzburg; Duchy of Bavaria,
,,,http://www.wikidata.org/entity/Q202161,Ancient Rome; Aquitani; Gauls; Celtic Britons; Belgae; Iberians; Germanic peoples,
,,,http://www.wikidata.org/entity/Q202465,Uganda; People's Republic of Mozambique; Palestine Liberation Organization; history of Libya under Muammar Gaddafi; Tanzania; Uganda National Liberation Front,
,,,http://www.wikidata.org/entity/Q202578,Judean Free Government; Roman Empire,
,,,http://www.wikidata.org/entity/Q2032554,Spain; Riffian people,
,,,http://www.wikidata.org/entity/Q2038126,Province of North Carolina; Tuscarora people; Province of South Carolina,
http://commons.wikimedia.org/wiki/Special:FilePath/Bellum1911.png,Italo-Turkish War,1911-09-29T00:00:00Z,http://www.wikidata.org/entity/Q203824,Kingdom of Italy; Idrisid Emirate of Asir; Senussi; Ottoman Empire,https://en.wikipedia.org/wiki/Italo-Turkish_War
http://commons.wikimedia.org/wiki/Special:FilePath/Friesische%20Seelande%20um%201300.png,Great Frisian War,1413-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2040276,tom Brok; Van Heeckeren; Vetkopers and Schieringers; van Bronckhorst,https://en.wikipedia.org/wiki/Great_Frisian_War
,,,http://www.wikidata.org/entity/Q20443986,Toyotomi government; Ming dynasty; Joseon; Toyotomi government; Ming dynasty; Joseon,
,,,http://www.wikidata.org/entity/Q2045508,Javanese; Dutch colonial empire,
,,,http://www.wikidata.org/entity/Q20510775,Sasanian Empire; Persian Armenia,
http://commons.wikimedia.org/wiki/Special:FilePath/Red%20Cloud%27s%20War.%20Map%20with%20battle%20fields%20and%20relevant%20Indian%20treaty%20guaranteed%20territories.jpg,Red Cloud's War,1866-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2060306,Sioux; Cheyennes; Red Cloud; Crazy Horse; Lakota people; Arapaho people; United States of America,https://en.wikipedia.org/wiki/Red_Cloud%27s_War
,,,http://www.wikidata.org/entity/Q20717681,Scythians; Achaemenid Empire,
,,,http://www.wikidata.org/entity/Q207318,Malta; French First Republic; Kingdom of Mysore; Thiruvithamkoor Maharajyam; Kingdom of Portugal; list of historic states of Italy; Spanish Empire; Saint-Domingue; Kingdom of Sardinia; Holy Roman Empire; Kingdom of Naples; Catholic and Royal Army; Russian Empire; Newfoundland Colony; Dutch Republic; Kingdom of France; Order of Hospitallers; Helvetic Republic; Kingdom of Prussia; Émigré armies of the French Revolutionary Wars; Ottoman Empire; Great Britain; United States of America; Denmark–Norway,
,,,http://www.wikidata.org/entity/Q2073517,Aetolian League; Rhodes; Pergamon; Achaean League; Argos; Sparta; Ancient Rome; Macedonia,
,,,http://www.wikidata.org/entity/Q20747555,Principality of Serbia; Byzantine Empire; First Bulgarian Empire,
,,,http://www.wikidata.org/entity/Q2075775,Lepreon; Sicyon; Sparta; Argos; Messenia; Ancient Elis; Ancient Corinth; Arcadia,
,,,http://www.wikidata.org/entity/Q2082222,Sabir people; Byzantine Empire; Lazica; Sasanian Empire,
,,,http://www.wikidata.org/entity/Q208261,Cyprus; Achaemenid Empire; Aeolis; Caria; Athens; Ionia; Eretria; Doric hexapolis,
http://commons.wikimedia.org/wiki/Special:FilePath/Martyrs%20Square%201982.jpg,Lebanese Civil War,1975-04-13T00:00:00Z,http://www.wikidata.org/entity/Q208484,United Nations Interim Force in Lebanon; Tigers Militia; Lebanese National Movement; Multinational Force in Lebanon; Army of Free Lebanon; Amal Movement; Lebanese Front; Islamic Unification Movement; Hezbollah; Arab Deterrent Force,https://en.wikipedia.org/wiki/Lebanese_Civil_War
,,,http://www.wikidata.org/entity/Q20875683,Crown of Aragon; Republic of Genoa,
,,,http://www.wikidata.org/entity/Q2090475,French Third Republic; Dahomey,
http://commons.wikimedia.org/wiki/Special:FilePath/MuseuJulio11.jpg,Farroupilha Revolution,1835-09-20T00:00:00Z,http://www.wikidata.org/entity/Q209297,Empire of Brazil; Riograndense Republic,https://en.wikipedia.org/wiki/Ragamuffin_War
http://commons.wikimedia.org/wiki/Special:FilePath/Kvistrum1788.jpg,Theater War,1788-09-24T00:00:00Z,http://www.wikidata.org/entity/Q2096286,Denmark–Norway; Sweden,https://en.wikipedia.org/wiki/Theatre_War
,Kaidu–Kublai war,1268-01-01T00:00:00Z,http://www.wikidata.org/entity/Q20987759,Golden Horde; Yuan dynasty; Ilkhanate; House of Ögedei; Chagatai Khanate,https://en.wikipedia.org/wiki/Kaidu%E2%80%93Kublai_war
,Esen Buqa–Ayurbarwada war,1314-01-01T00:00:00Z,http://www.wikidata.org/entity/Q20987787,Chagatai Khanate; Ilkhanate; Yuan dynasty,https://en.wikipedia.org/wiki/Esen_Buqa%E2%80%93Ayurbarwada_war
,Burmese–Siamese War (1662–64),1662-01-01T00:00:00Z,http://www.wikidata.org/entity/Q20991942,Taungoo dynasty; Ayutthaya Kingdom,https://en.wikipedia.org/wiki/Burmese%E2%80%93Siamese_War_(1662%E2%80%931664)
,Burmese–Siamese War  (1809–12),1812-01-01T00:00:00Z,http://www.wikidata.org/entity/Q20991944,Siamese Empire; Kedah; Konbaung dynasty,https://en.wikipedia.org/wiki/Burmese%E2%80%93Siamese_War_(1809%E2%80%931812)
http://commons.wikimedia.org/wiki/Special:FilePath/Alerte%20aux%20mines%20terrestres%20%C3%A0%20Oussouye.jpg,Casamance conflict,2014-05-01T00:00:00Z,http://www.wikidata.org/entity/Q209965,Movement of Democratic Forces of Casamance; Senegal,https://en.wikipedia.org/wiki/Casamance_conflict
http://commons.wikimedia.org/wiki/Special:FilePath/Batalha%20de%20Aljubarrota%2002.jpg,1383-85 Portuguese Interregnum,1383-04-10T00:00:00Z,http://www.wikidata.org/entity/Q2105495,Kingdom of Portugal; Crown of Castile; Kingdom of Portugal; Crown of Castile,https://en.wikipedia.org/wiki/1383%E2%80%931385_Portuguese_interregnum
,,,http://www.wikidata.org/entity/Q21060225,Goryeo; Mongol Empire,
,,,http://www.wikidata.org/entity/Q21060232,Goguryeo; Sui dynasty,
,,,http://www.wikidata.org/entity/Q21060233,Mongol Empire; Goryeo,
,,,http://www.wikidata.org/entity/Q21060238,Mongol Empire; Goryeo,
,,,http://www.wikidata.org/entity/Q21060245,Mongol Empire; Goryeo,
,,,http://www.wikidata.org/entity/Q21060247,Mongol Empire; Goryeo,
,,,http://www.wikidata.org/entity/Q21060248,Goryeo; Mongol Empire,
,,,http://www.wikidata.org/entity/Q21060252,Mongol Empire; Goryeo,
,,,http://www.wikidata.org/entity/Q21060253,Goryeo; Mongol Empire,
http://commons.wikimedia.org/wiki/Special:FilePath/Entry%20of%20the%20Prussian%20troops%20in%201787%2C%20attributed%20to%20Johannes%20Merken.jpg,Prussian invasion of Holland,1787-10-10T00:00:00Z,http://www.wikidata.org/entity/Q2109300,States of Holland and West Friesland; Orangism; Kingdom of Prussia; Patriots,https://en.wikipedia.org/wiki/Prussian_invasion_of_Holland
http://commons.wikimedia.org/wiki/Special:FilePath/Red%20officers.jpg,Finnish Civil War,1918-05-15T00:00:00Z,http://www.wikidata.org/entity/Q211855,Hugo Meurer; Ernst Linder; Ali Aaltonen; Red Guards; Ernst Löfström; Hannes Ignatius; Adolf Taimi; Hugo Salmela; Hjalmar Frisell; Evert Eloranta; Hans Kalm; August Wesley; Georgy Bulatsel; Rüdiger von der Goltz; Otto von Brandenstein; Carl Gustaf Emil Mannerheim; Finland; Eino Rahja; Martin Wetzer; Finnish Socialist Workers' Republic; Verner Lehtimäki; Mihail Svetšnikov; Kullervo Manner; Karl Fredrik Wilkama; Russian Soviet Federative Socialist Republic; Whites; Eero Haapalainen; White Guard,https://en.wikipedia.org/wiki/Finnish_Civil_War
,,,http://www.wikidata.org/entity/Q21193517,Kingdom of France; House of Châtillon; Montfort of Brittany; Kingdom of England; Kingdom of Castile,
,War of L'Aquila,1424-06-14T00:00:00Z,http://www.wikidata.org/entity/Q21235188,Kingdom of Naples; L’Aquila; Braccio da Montone; Duchy of Milan; Papal States,https://en.wikipedia.org/wiki/War_of_L%27Aquila
,Battle of Jajau,1707-06-20T00:00:00Z,http://www.wikidata.org/entity/Q21244903,Azim-ush-Shan; Bahadur Shah I,https://en.wikipedia.org/wiki/Battle_of_Jajau
,Chinese expedition to Tibet (1720),1720-01-01T00:00:00Z,http://www.wikidata.org/entity/Q21275805,Dzungar Khanate; Qing dynasty,https://en.wikipedia.org/wiki/Chinese_expedition_to_Tibet_(1720)
http://commons.wikimedia.org/wiki/Special:FilePath/KilinochchiWaterTowerDestroyedByLTTE.JPG,Sri Lankan Civil War,1983-07-23T00:00:00Z,http://www.wikidata.org/entity/Q213394,Indian Peace Keeping Force; Liberation Tigers of Tamil Eelam; Sri Lanka,https://en.wikipedia.org/wiki/Sri_Lankan_Civil_War
,,,http://www.wikidata.org/entity/Q214456,United States of America; First Philippine Republic,
,,,http://www.wikidata.org/entity/Q21480000,"Ramon Berenguer I, Count of Barcelona; Ahmad al-Muqtadir; Ermengol III, Count of Urgell",
,,,http://www.wikidata.org/entity/Q215112,"British Ceylon; British Empire; Australia; Koos de la Rey; Frederick Roberts, 1st Earl Roberts; Piet Joubert; Martinus Theunis Steyn; South African Republic; Colony of New Zealand; Orange Free State; Robert Gascoyne-Cecil, 3rd Marquess of Salisbury; Piet Cronjé; Paul Kruger; Christiaan de Wet; Alfred Milner, 1st Viscount Milner; Redvers Buller; Canada; British Raj; Louis Botha; Joseph Chamberlain; Schalk Willem Burger",
,,,http://www.wikidata.org/entity/Q2151872,Confederate States of America; United States of America,
http://commons.wikimedia.org/wiki/Special:FilePath/3180969%20German%20Tornado%20in%20support%20of%20CJTF-Operation%20Inherent%20Resolve%20over%20Iraq%202017.jpg,German intervention against the Islamic State,2015-12-04T00:00:00Z,http://www.wikidata.org/entity/Q21647838,Bundeswehr,https://en.wikipedia.org/wiki/German_intervention_against_the_Islamic_State
,,,http://www.wikidata.org/entity/Q21655001,Veii; Ancient Rome,
,,,http://www.wikidata.org/entity/Q21660664,Ionian League; Melia,
,,,http://www.wikidata.org/entity/Q220602,Soviet Union; Mongolian People's Republic; Empire of Japan,
,,,http://www.wikidata.org/entity/Q2206155,Maximilian I; Ghent,
,the hundred hour war,1969-07-18T00:00:00Z,http://www.wikidata.org/entity/Q223085,Honduras; El Salvador,https://en.wikipedia.org/wiki/Football_War
http://commons.wikimedia.org/wiki/Special:FilePath/Disputed%20Bolivia%20Paraguay.jpg,Chaco War,1932-09-09T00:00:00Z,http://www.wikidata.org/entity/Q223126,Bolivia; Paraguay,https://en.wikipedia.org/wiki/Chaco_War
http://commons.wikimedia.org/wiki/Special:FilePath/Italo-Grecian%20War%201940-1941%20-%20political%20map%20of%20operations.gif,Greco-Italian War,1941-04-23T00:00:00Z,http://www.wikidata.org/entity/Q223604,Wilhelm List; Ugo Cavallero,https://en.wikipedia.org/wiki/Greco-Italian_War
,,,http://www.wikidata.org/entity/Q2258636,Corleonesi,
http://commons.wikimedia.org/wiki/Special:FilePath/Battle%20of%20crecy%20froissart.jpg,Edwardian War,1337-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2259304,Duchy of Brittany; Republic of Genoa; Kingdom of Scotland; Kingdom of Bohemia; Crown of Castile; Duchy of Lorraine; Kingdom of Navarre; Kingdom of France; Kingdom of England; Kingdom of Majorca; County of Flanders; County of Hainaut,"https://en.wikipedia.org/wiki/Hundred_Years%27_War,_1337%E2%80%931360"
,,,http://www.wikidata.org/entity/Q2270170,Hailanqa; Prince Bahadur Shah of Nepal; Fuk'anggan; Tibetan people; Gurkha; Qianlong Emperor,
http://commons.wikimedia.org/wiki/Special:FilePath/Siam%20Invasion%20of%20Burma%20%281594-1600%29%20map.jpg,Burmese–Siamese War (1594–1605),1600-05-01T00:00:00Z,http://www.wikidata.org/entity/Q2280714,Ayutthaya Kingdom; Taungoo dynasty,https://en.wikipedia.org/wiki/Burmese%E2%80%93Siamese_War_(1593%E2%80%931600)
http://commons.wikimedia.org/wiki/Special:FilePath/Buddha%20Yodfa%20Chulaloke%20portrait.jpg,Burmese–Siamese War (1785–86),1785-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2280723,Thailand; Konbaung dynasty,https://en.wikipedia.org/wiki/Burmese%E2%80%93Siamese_War_(1785%E2%80%931786)
http://commons.wikimedia.org/wiki/Special:FilePath/Nodari%20Giuseppe%2C%20I%20mille%20attraversano%20il%20ponte%20Ammiraglio%20di%20Palermo.jpg,Expedition of the Thousand,1860-10-26T00:00:00Z,http://www.wikidata.org/entity/Q228284,Redshirts,https://en.wikipedia.org/wiki/Expedition_of_the_Thousand
http://commons.wikimedia.org/wiki/Special:FilePath/Giorgio%20Vasar%20retour%20id%C3%A9alis%C3%A9%20de%20Gr%C3%A9goire%20XI%20%C3%A0%20Rome.jpg,War of the Eight Saints,1378-07-01T00:00:00Z,http://www.wikidata.org/entity/Q2288424,Republic of Siena; Milan; Papal States; Republic of Florence,https://en.wikipedia.org/wiki/War_of_the_Eight_Saints
http://commons.wikimedia.org/wiki/Special:FilePath/D%C3%A9fense%20de%20Rorke%27s%20Drift.jpg,Anglo-Zulu War,1879-07-04T00:00:00Z,http://www.wikidata.org/entity/Q228911,British Empire; Zulu Kingdom,https://en.wikipedia.org/wiki/Anglo-Zulu_War
,,,http://www.wikidata.org/entity/Q2291971,populares,
,,,http://www.wikidata.org/entity/Q22929334,Regency of Algiers; Beylik of Tunis,
,,,http://www.wikidata.org/entity/Q22936451,Dol Said,
http://commons.wikimedia.org/wiki/Special:FilePath/Iran%20Saudi%20Arabia%20Locator.svg,Iran–Saudi Arabia proxy conflict,1979-02-11T00:00:00Z,http://www.wikidata.org/entity/Q22948406,Iran; Saudi Arabia,https://en.wikipedia.org/wiki/Iran%E2%80%93Saudi_Arabia_proxy_conflict
http://commons.wikimedia.org/wiki/Special:FilePath/Reino%20de%20Granada%20loc%201590.svg,Rebellion of the Alpujarras,1499-12-01T00:00:00Z,http://www.wikidata.org/entity/Q22948744,Crown of Castile; Catholic Monarchs; Mudéjar,https://en.wikipedia.org/wiki/Rebellion_of_the_Alpujarras_(1499%E2%80%931501)
,,,http://www.wikidata.org/entity/Q23039096,Russian Empire,
,War of the Two Capitals,1328-01-01T00:00:00Z,http://www.wikidata.org/entity/Q23039105,Xanadu; Khanbaliq,https://en.wikipedia.org/wiki/War_of_the_Two_Capitals
,,,http://www.wikidata.org/entity/Q2309409,Duchy of Savoy; Order of Saint Stephen; Montenegrins; Ottoman Empire; Republic of Venice; Papal States; Order of Hospitallers,
,,,http://www.wikidata.org/entity/Q2312422,Sasanian Empire,
http://commons.wikimedia.org/wiki/Special:FilePath/Ueberfall%20Kloster%20Mariaberg.jpg,Rorschacher Klosterbruch,1489-08-06T00:00:00Z,http://www.wikidata.org/entity/Q2318299,Lucerne; Schwyz; Glarus; Appenzell; Abbey of Saint Gall; St. Gallen; Zürich,https://en.wikipedia.org/wiki/Rorschacher_Klosterbruch
,,,http://www.wikidata.org/entity/Q2320020,Ghassanids; Byzantine Empire; Lakhmids; Sasanian Empire,
http://commons.wikimedia.org/wiki/Special:FilePath/BattleOfBoyne.png,Williamite War in Ireland,1691-10-03T00:00:00Z,http://www.wikidata.org/entity/Q2320981,Dutch Republic; Kingdom of England; Kingdom of Scotland; Jacobitism; Kingdom of France,https://en.wikipedia.org/wiki/Williamite_War_in_Ireland
,,,http://www.wikidata.org/entity/Q2321496,Shoshone; United States of America; Bannock people; Northern Paiute,
,,,http://www.wikidata.org/entity/Q2326066,Heruli; Ghassanids; Sabir people; Kingdom of Aksum; Huns; Sasanian Empire; Lakhmids; Belisarius; Kingdom of Iberia; Byzantine Empire; Sittas,
,,,http://www.wikidata.org/entity/Q2326099,Sasanian Empire; Western Turkic Khaganate; Byzantine Empire; Sclaveni; Avar Khaganate; Sasanian Iberia; Jewish people; Arabs,
,Mongol invasion of Central Asia,1216-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2330335,Qara Khitai; Mongol Empire; Khwarazmian dynasty,https://en.wikipedia.org/wiki/Mongol_invasion_of_Central_Asia
,,,http://www.wikidata.org/entity/Q2330558,Prince-Bishopric of Liège; Duchy of Burgundy,
,,,http://www.wikidata.org/entity/Q2334699,Ancient Rome; Parthian Empire,
,Second Anglo-Burmese War,1852-04-05T00:00:00Z,http://www.wikidata.org/entity/Q233500,British Empire; Konbaung dynasty,https://en.wikipedia.org/wiki/Second_Anglo-Burmese_War
http://commons.wikimedia.org/wiki/Special:FilePath/Kandahar%2092nd%20Highlanders.jpg,Second Anglo-Afghan War,1878-01-01T00:00:00Z,http://www.wikidata.org/entity/Q233507,Emirate of Afghanistan; British Empire,https://en.wikipedia.org/wiki/Second_Anglo-Afghan_War
,,,http://www.wikidata.org/entity/Q233538,Denmark; Hanseatic League,
,,,http://www.wikidata.org/entity/Q233553,Phocis; Delphi; Classical Athens; Sparta,
http://commons.wikimedia.org/wiki/Special:FilePath/Battle%20of%20Waterloo%201815.PNG,Second Hundred Years`War,1689-01-01T00:00:00Z,http://www.wikidata.org/entity/Q233559,British Empire; France; French First Republic; First French Empire; Kingdom of England; Kingdom of France; Great Britain; United Kingdom of Great Britain and Ireland,https://en.wikipedia.org/wiki/Second_Hundred_Years%27_War
http://commons.wikimedia.org/wiki/Special:FilePath/4horseIndo-Pak%20War.jpg,Indo-Pakistani War of 1965,1965-09-23T00:00:00Z,http://www.wikidata.org/entity/Q233583,India; Pakistan,https://en.wikipedia.org/wiki/Indo-Pakistani_War_of_1965
,,,http://www.wikidata.org/entity/Q233601,Mughal Empire,
http://commons.wikimedia.org/wiki/Special:FilePath/Major%20General%20Arthur%20Wellesley%2C%20Battle%20of%20Argaum.jpg,Second Anglo-Maratha War,1803-01-01T00:00:00Z,http://www.wikidata.org/entity/Q233642,Maratha Empire; East India Company,https://en.wikipedia.org/wiki/Second_Anglo-Maratha_War
,Second Margrave War,1552-01-01T00:00:00Z,http://www.wikidata.org/entity/Q233649,Kingdom of Bohemia; Electorate of Mainz; Prince-Bishopric of Speyer; Prince-Bishopric of Würzburg; Schweinfurt; Principality of Bayreuth; Margraviate of Meissen; Roman Catholic Diocese of Trier; Duchy of Brunswick-Lüneburg; Prince-Bishopric of Bamberg; Electorate of Saxony; Free Imperial City of Nuremberg,https://en.wikipedia.org/wiki/Second_Margrave_War
http://commons.wikimedia.org/wiki/Special:FilePath/Burnham%20%26%20Bonar%20Armstrong%20after%20the%20assassination%20of%20Mlimo.jpg,Second Matabele War,1897-10-01T00:00:00Z,http://www.wikidata.org/entity/Q233657,company rule in Rhodesia; Shona people; British South Africa Company,https://en.wikipedia.org/wiki/Second_Matabele_War
http://commons.wikimedia.org/wiki/Special:FilePath/SiegeOfCuddalore1783.jpg,Second Anglo-Mysore War,1780-01-01T00:00:00Z,http://www.wikidata.org/entity/Q233663,Great Britain; Dutch Republic; Kingdom of Mysore; Kingdom of France; Electorate of Brunswick-Lüneburg; East India Company,https://en.wikipedia.org/wiki/Second_Anglo-Mysore_War
,,,http://www.wikidata.org/entity/Q233667,Macedonia; Chalkidian League,
http://commons.wikimedia.org/wiki/Special:FilePath/Hohenfriedeberg%20-%20Attack%20of%20Prussian%20Infantry%20-%201745.jpg,Second Silesian War,1745-12-25T00:00:00Z,http://www.wikidata.org/entity/Q233702,Electorate of Saxony; Habsburg monarchy; Kingdom of Prussia,https://en.wikipedia.org/wiki/Second_Silesian_War
http://commons.wikimedia.org/wiki/Special:FilePath/Cenepa%20river%20basin.jpg,Cenepa War,1995-02-28T00:00:00Z,http://www.wikidata.org/entity/Q2337340,Ecuador; Peru,https://en.wikipedia.org/wiki/Cenepa_War
,,,http://www.wikidata.org/entity/Q2338771,Macedonia; Ierapetra; Byzantium; Rhodes; Olous; Cyzicus; Sparta; Pergamon; Acarnania; Athens; Knossos; Aetolian League,
http://commons.wikimedia.org/wiki/Special:FilePath/En%20Mendigorr%C3%ADa.jpg,First Carlist War,1833-09-29T00:00:00Z,http://www.wikidata.org/entity/Q2341073,liberalism and radicalism in Spain; Carlism; Carlist army,https://en.wikipedia.org/wiki/First_Carlist_War
